review_id,text,aspect,sentiment,complexity
1964,বিল স্ট্যান্ডার্ড এবং ব্যবহারও মাঝারি মানের।,price,neutral,mixed
1965,"পরিবেশন দারুণ ছিল, সবাইকে রেকমেন্ড করবো।",service,positive,medium
1966,খাবার দারুণ।,food_quality,positive,simple
1967,খাবারটা বিরক্তিকর।,food_quality,negative,simple
1968,"সব মিলিয়ে রান্না চমৎপ্রদ লেগেছে, যদিও রাশ আওয়ার ছিল।",food_quality,positive,medium
1969,"যদিও আরও ভালো হতে পারত, তবুও স্বাদ বিস্ময়কর ছিল।",food_quality,positive,complex
1970,"ওয়েটারদের ব্যবহার গ্রহণযোগ্য, তবে অন্য সবকিছু নিরস।",service,positive,medium
1971,"যদিও কোনো অভিযোগ নেই, তবুও কর্মচারীদের আচরণ আনন্দদায়ক।",service,positive,complex
1972,"সব মিলিয়ে খুব ভালো এবং পরিস্থিতি উপভোগ্য ছিল, শুক্রবার সন্ধ্যায় গিয়েছিলাম।",ambiance,positive,complex
1973,এখানকার আলো খুবই ম্লান।,ambiance,negative,simple
1974,কর্মচারীটি মন্দ ছিল।,service,negative,simple
1975,পরিচ্ছন্নতা দারুণ।,cleanliness,positive,simple
1976,খাবারটা নিরস।,food_quality,negative,simple
1977,নিম্নমানের পরিষ্কার-পরিচ্ছন্নতা পেয়েছি।,cleanliness,negative,simple
1978,রাশ আওয়ার থাকায় আমাদের অভিজ্ঞতায় সাজসজ্জা আশানুরূপ ছিল না।,ambiance,negative,complex
1979,আমরা স্বচ্ছতা চমৎকার পেয়েছি এবং বেশিক্ষণ অপেক্ষা করতে হয়নি।,cleanliness,positive,medium
1980,খাবারের মান মন্দ ছিল।,food_quality,negative,simple
1981,"অনেকদিন পর গিয়েছিলাম, তবে ঠিকমতো রান্না না হওয়ায় অভিজ্ঞতা বিস্ময়করভাবে খারাপ ছিল।",service,positive,complex
1982,পরিবেশ ভালো ছিল।,ambiance,positive,simple
1983,পরিচ্ছন্নতা দুর্বল ছিল।,cleanliness,negative,simple
1984,তাজা উপকরণ ব্যবহার করায় আমাদের অভিজ্ঞতায় পরিবেশন চলনসই ছিল।,service,neutral,complex
1985,এখানকার সার্ভিস নিম্নমানের।,service,negative,simple
1986,আবহাওয়া অনুকূল ছিল না।,ambiance,negative,simple
1987,"শুক্রবার সন্ধ্যায় গিয়েছিলাম, তবে মূল্য আশানুরূপ না হওয়ায় আর যাব না।",price,negative,complex
1988,"দাম বেশি হওয়ায় খরচ অসন্তোষজনক লেগেছে, আরও ভালো আশা করেছিলাম।",price,negative,complex
1989,আমরা সেবা চলনসই পেয়েছি এবং বেশিক্ষণ অপেক্ষা করতে হয়নি।,service,neutral,medium
1990,"আলো চমৎকার ছিল, নিশ্চিতভাবেই আবার যাবো।",ambiance,positive,medium
1991,আমরা খরচ সাশ্রয়ী পেয়েছি এবং সরাসরি চলে গিয়েছিলাম।,price,positive,medium
1992,স্বাদটা অসন্তোষজনক।,food_quality,negative,simple
1993,বিল অনেক বেশি ছিল।,price,negative,simple
1994,আবহাওয়া ভালো পেয়েছি।,ambiance,positive,simple
1995,"সেবা দারুণ ছিল, বন্ধুদের সাথে গিয়েছিলাম।",service,positive,medium
1996,মূল্য চমৎকার।,price,positive,simple
1997,অনেক প্রত্যাশা থাকলেও তাজা উপকরণ ব্যবহারের অভাব বা অন্য কারণে আলো ও পরিবেশ একটু খারাপ ছিল।,ambiance,negative,complex
1998,স্বাদটা অপর্যাপ্ত।,food_quality,negative,simple
1999,খাদ্য গ্রহণযোগ্য।,food_quality,neutral,simple
2000,"সব মিলিয়ে আবহাওয়া নিরস লেগেছে, ঠিকমতো রান্না হয়নি।",ambiance,negative,medium
2001,এখানে পদ নিম্নমানের।,food_quality,negative,simple
2002,রান্নাটা মাঝারি।,food_quality,neutral,simple
2003,"অপর্যাপ্ত সেবা, তবে অন্য কিছু সুন্দর।",service,negative,medium
2004,পরিবেশ নিম্নমানের।,ambiance,negative,simple
2005,"মনোরম ব্যবহার, তবে অন্য কিছু সাধারণ।",service,positive,medium
2006,"তাজা উপকরণ ব্যবহার করে জন্য খাবারের মান মনোমুগ্ধকর, অনেকদিন পর গিয়েছিলাম।",food_quality,positive,complex
2007,"সার্ভিস প্রশংসনীয় ছিল, কিন্তু রান্না নিম্নমানের।",service,positive,mixed
2008,"ডিশ গ্রহণযোগ্য ছিল, দ্বিতীয়বার গিয়েছি এবং অপেক্ষা করতে হয়নি বেশি।",food_quality,positive,complex
2009,"টাকা উসুল হয়নি, তবে খাবার চলনসই ছিল।",price,negative,mixed
2010,"অভিজ্ঞ শেফ আছে বলে মনে হয়, তাই আমাদের অভিজ্ঞতায় খরচটা গ্রহণযোগ্য ছিল।",price,positive,complex
2011,ভালো রান্না পেয়েছি।,food_quality,positive,simple
2012,ঠিকমতো রান্না না হওয়ায় আমাদের অভিজ্ঞতায় স্বচ্ছতা প্রশ্নবিদ্ধ ছিল।,cleanliness,positive,complex
2013,"পরিবারের সবাই পছন্দ করেছে এবং পরিবেশন চমৎকার ছিল, দ্রুত সার্ভ করেছে।",service,positive,complex
2014,আমরা আবহাওয়া চলনসই পেয়েছি এবং সরাসরি চলে গিয়েছিলাম।,ambiance,neutral,medium
2015,"রান্না গ্রহণযোগ্য ছিল, পরিবারের সবাই পছন্দ করেছে।",food_quality,positive,medium
2016,"সময় নষ্ট হয়েছে, খাবারও খারাপ ছিল।",food_quality,negative,medium
2017,"আশা করেছিলাম ভালো হবে, কিন্তু স্বচ্ছতা অপর্যাপ্ত।",cleanliness,negative,medium
2018,রাশ আওয়ার হওয়া সত্ত্বেও সব মিলিয়ে বিল সন্তোষজনক লেগেছে।,price,positive,medium
2019,"আশা করেছিলাম ভালো হবে, কিন্তু পদটি বাজে ছিল।",food_quality,negative,medium
2020,আমরা খাবার নিম্নমানের পেয়েছি এবং প্রচুর ভিড় ছিল।,food_quality,negative,medium
2021,পরিষ্কার-পরিচ্ছন্নতা চমৎকার।,cleanliness,positive,simple
2022,সাজসজ্জা বিরক্তিকর এবং পরিচ্ছন্নতাও অসন্তোষজনক।,ambiance,negative,mixed
2023,ওয়েটারদের ব্যবহার সন্তোষজনক এবং খরচও সাশ্রয়ী।,service,positive,mixed
2024,খাবারের মান অপর্যাপ্ত।,food_quality,negative,simple
2025,"খাবার নিম্নমানের, তবে অন্য সবকিছু দারুণ।",food_quality,negative,medium
2026,"পদটি বাজে ছিল, তবে অন্য কিছু গড়পড়তা।",food_quality,negative,medium
2027,তাজা উপকরণ ব্যবহার করায় সব মিলিয়ে পরিষ্কার-পরিচ্ছন্নতা সুন্দর লেগেছে।,cleanliness,positive,medium
2028,প্রশংসনীয় সেবা ছিল।,service,positive,simple
2029,"পরিচ্ছন্নতা উপভোগ্য ছিল, অনেকদিন পর গিয়েছিলাম এবং অপেক্ষা করতে হয়নি বেশি।",cleanliness,positive,complex
2030,"খাবার অসন্তোষজনক ছিল, খুবই হতাশ হয়েছি এবং খাবার আসতে অনেক সময় লেগেছে।",food_quality,negative,complex
2031,"কর্মচারীরা অমায়িক ছিল, সব মিলিয়ে খুব ভালো।",service,positive,medium
2032,রাশ আওয়ার থাকা সত্ত্বেও আমাদের অভিজ্ঞতায় খরচ মনোরম ছিল।,price,positive,complex
2033,ওয়েটারদের ব্যবহার নিরস ছিল।,service,negative,simple
2034,"অনেক প্রত্যাশা ছিল কিন্তু দামের তুলনায় মান নিরস লেগেছে, খাবার আসতেও অনেক সময় লেগেছে।",price,negative,complex
2035,এখানের সাজসজ্জা বিরক্তিকর।,ambiance,negative,simple
2036,"আমরা আবহাওয়া মন্দ পেয়েছি, শুক্রবার সন্ধ্যায় গিয়েছিলাম।",ambiance,negative,medium
2037,পরিষ্কার-পরিচ্ছন্নতা চমৎপ্রদ।,cleanliness,positive,simple
2038,"যদিও কোনো অভিযোগ নেই, তবুও মূল্য গ্রহণযোগ্য।",price,neutral,complex
2039,"অনেক প্রত্যাশা ছিল, কিন্তু খাবারের মান দুর্বল।",food_quality,negative,medium
2040,"রাশ আওয়ার ছিল বলে খাবার ভালো ছিল না, স্রেফ টাকার অপচয়।",food_quality,negative,complex
2041,খরচ গ্রহণযোগ্য এবং পরিচ্ছন্নতাও চমৎপ্রদ।,price,neutral,mixed
2042,"সব মিলিয়ে খাবার খারাপ লেগেছে, হয়তো নতুন বলে।",food_quality,negative,medium
2043,আমরা রান্না বাজে পেয়েছি এবং খাবার আসতে অনেক সময় লেগেছে।,food_quality,negative,medium
2044,"সব মিলিয়ে কর্মচারী উপভোগ্য লেগেছে, কর্মচারীরা বেশ অভিজ্ঞ।",service,positive,medium
2045,"খাবার প্রশংসনীয়, তবে অন্য কিছু দুর্বল।",food_quality,positive,medium
2046,এখানকার ব্যবহার উপভোগ্য।,service,positive,simple
2047,"আমাদের অভিজ্ঞতায় পদটি ভয়াবহ ছিল, কারণ পরিমাণ ছিল খুব কম।",food_quality,negative,complex
2048,আলো প্রশংসনীয় এবং সার্ভিসও চমৎকার।,ambiance,positive,mixed
2049,"যদিও অন্য কোনো অভিযোগ নেই, তবুও দামটা ভালো ঠেকেনি।",price,negative,complex
2050,কর্মচারীরা অভিজ্ঞ হওয়া সত্ত্বেও সব মিলিয়ে রান্না নিরস লেগেছে।,food_quality,negative,medium
2051,রাশ আওয়ার থাকা সত্ত্বেও সব মিলিয়ে খরচ চমৎকার লেগেছে।,price,positive,medium
2052,"পরিমাণ কম হলেও সাজসজ্জা ছিল অনবদ্য, নিশ্চিতভাবেই আবার যাবো।",ambiance,positive,complex
2053,"পদটি ভয়াবহ ছিল, প্রচুর ভিড় থাকায় শুধু সময় নষ্ট হয়েছে।",food_quality,negative,complex
2054,এখানকার আবহাওয়া ভালো।,ambiance,positive,simple
2055,"প্রাইস প্রশংসনীয়, তবে অন্য কিছু মাঝারি মানের।",price,positive,medium
2056,"প্রচুর ভিড় ছিল, টাকা অপচয় হয়েছে এবং ব্যবহারও ছিল অপ্রীতিকর।",service,negative,complex
2057,"প্রথমবার গিয়েছিলাম, খরচ বেশ চমৎকার।",price,positive,medium
2058,"পদটি সন্তোষজনক, তবে অন্য কিছু অপর্যাপ্ত।",food_quality,positive,medium
2059,"প্রচুর ভিড় থাকা সত্ত্বেও কর্মচারী যথেষ্ট ভালো ছিল, সব মিলিয়ে খুব ভালো।",service,positive,complex
2060,খাবার স্বাদহীন এবং ওয়েটারদের ব্যবহারও বাজে।,food_quality,negative,mixed
2061,স্বাদ বেশ দুর্বল পেয়েছি।,food_quality,negative,simple
2062,"আশা করেছিলাম ভালো হবে, কিন্তু প্রাইস বা মূল্যমান নিম্নমানের।",price,negative,medium
2063,"আমাদের অভিজ্ঞতায় পরিবেশ স্বাভাবিক ছিল, কারণ অভিজ্ঞ শেফ আছে বলে মনে হয়।",ambiance,neutral,complex
2064,এখানকার খরচ অনেক বেশি ছিল।,price,negative,simple
2065,"সাজসজ্জা চমৎকার ছিল, তবে পরিচ্ছন্নতা সাধারণ মানের।",ambiance,positive,mixed
2066,"অনেকদিন পর গিয়েছিলাম এবং খাবারের মান অসাধারণ ছিল, যদিও প্রচুর ভিড় ছিল।",food_quality,positive,complex
2067,আমরা মূল্য সাশ্রয়ী পেয়েছি এবং আগে থেকেই বুকিং করে গিয়েছিলাম।,price,positive,medium
2068,কর্মচারীরা অভিজ্ঞ হওয়া সত্ত্বেও সব মিলিয়ে রান্না বিস্বাদ লেগেছে।,food_quality,negative,medium
2069,এখানকার খরচ স্বাভাবিক।,price,neutral,simple
2070,পরিবেশন খুবই বাজে ছিল।,service,negative,simple
2071,"অপেক্ষা করতে হয়নি বেশি, তবে খরচ অনুযায়ী মান ভালো না হওয়ায় সময় নষ্ট হয়েছে।",price,negative,complex
2072,ব্যবহার গ্রহণযোগ্য।,service,positive,simple
2073,মান স্বাভাবিক হওয়া সত্ত্বেও খরচ অনেক বেশি লেগেছে।,price,negative,complex
2074,"দ্রুত সার্ভ করেছে, তবে পরিবেশ কিছুটা খারাপ ছিল যা আশা করিনি।",ambiance,negative,complex
2075,এখানকার পদগুলো সাধারণ মানের।,food_quality,neutral,simple
2076,"সব মিলিয়ে খুব ভালো, ওয়েটারদের ব্যবহারও উপভোগ্য।",service,positive,medium
2077,এখানকার রান্না সুস্বাদু।,food_quality,positive,simple
2078,সন্তোষজনক কর্মচারী পেয়েছি।,service,positive,simple
2079,সবকিছু গড়পড়তা হলেও পরিচ্ছন্নতা ছিল ভয়াবহ।,cleanliness,negative,complex
2080,"পদটি নিম্নমানের ছিল, তবে আবহাওয়া ছিল মোটামুটি।",food_quality,negative,mixed
2081,"সব মিলিয়ে ব্যবহার স্ট্যান্ডার্ড লেগেছে, হয়তো নতুন বলে।",service,neutral,medium
2082,এখানকার পদের পরিমাণ অপর্যাপ্ত।,food_quality,negative,simple
2083,"অভিজ্ঞ শেফ আছে বলে মনে হয়, তাই খরচ উসুল হয়েছে; নিশ্চিতভাবেই আবার যাবো।",price,positive,complex
2084,মান স্বাভাবিক এবং দামও যথেষ্ট সঙ্গতিপূর্ণ।,price,neutral,medium
2085,নতুন রেস্টুরেন্ট হওয়ার কারণে হয়তো আমাদের অভিজ্ঞতায় স্বাদ নিকৃষ্ট ছিল।,food_quality,negative,complex
2086,"পরিষ্কার-পরিচ্ছন্নতা স্ট্যান্ডার্ড ছিল, কোনো অভিযোগ নেই এবং অপেক্ষা করতে হয়নি বেশি।",cleanliness,neutral,complex
2087,"রান্না মাঝারি মানের ছিল, আরও ভালো হতে পারত।",food_quality,neutral,medium
2088,স্বাদ সাধারণ হলেও সবকিছু ছিল গড়পড়তা।,food_quality,neutral,complex
2089,"খাবার স্বাদহীন ছিল, স্রেফ টাকার অপচয়।",food_quality,negative,medium
2090,"অনেক প্রত্যাশা ছিল, কিন্তু স্বাদ মন্দ লেগেছে।",food_quality,negative,medium
2091,এখানকার খাবারের মান গ্রহণযোগ্য।,food_quality,positive,simple
2092,কর্মচারীদের ব্যবহার চমৎকার এবং আশানুরূপ।,service,positive,complex
2093,ঠিকমতো রান্না না হওয়ায় আমাদের অভিজ্ঞতায় খাবার ভালো ছিল না।,food_quality,negative,complex
2094,তাজা উপকরণ ব্যবহার করলেও ওয়েটারদের সেবা ছিল সাধারণ ও আশানুরূপ।,service,neutral,complex
2095,ব্যবহার চমৎকার এবং প্রত্যাশা অনুযায়ী।,service,positive,complex
2096,"স্বচ্ছতা গ্রহণযোগ্য ছিল, শুক্রবার সন্ধ্যায় দ্বিতীয়বারের মতো গিয়েছি।",cleanliness,positive,complex
2097,"সব মিলিয়ে রান্না নিরস লেগেছে, ঠিকমতো রান্না হয়নি।",food_quality,negative,medium
2098,"আমরা রান্না গ্রহণযোগ্য পেয়েছি, কিন্তু খাবার আসতে অনেক সময় লেগেছে।",food_quality,positive,medium
2099,পরিবেশন মনোরম।,service,positive,simple
2100,স্বচ্ছতা সুন্দর।,cleanliness,positive,simple
2101,আমরা ডিশগুলো সুন্দর পেয়েছি এবং দ্রুত সার্ভ করেছে।,food_quality,positive,medium
2102,"আবার যাবো নিশ্চিত, খরচ সাশ্রয়ী ছিল।",price,positive,medium
2103,ব্যবহার অসন্তোষজনক।,service,negative,simple
2104,মূল্য ভালো ছিল।,price,positive,simple
2105,রান্নাটা গ্রহণযোগ্য।,food_quality,positive,simple
2106,"খাবারের মান অপর্যাপ্ত ছিল, স্রেফ টাকার অপচয়।",food_quality,negative,medium
2107,এখানকার আবহাওয়া দারুণ।,ambiance,positive,simple
2108,"দাম চমৎকার ছিল, সব মিলিয়ে খুব ভালো।",price,positive,medium
2109,পরিষ্কার-পরিচ্ছন্নতা উপভোগ্য ছিল।,cleanliness,positive,simple
2110,পরিবেশ মন্দ পেয়েছি এবং খাবার আসতে অনেক সময় লেগেছে।,ambiance,negative,medium
2111,"বন্ধুদের সাথে গিয়েছিলাম, খাবার উপভোগ্য ছিল।",food_quality,positive,medium
2112,"খরচ মন্দ ছিল, স্রেফ টাকার অপচয়।",price,negative,medium
2113,চমৎকার আলো ছিল।,ambiance,positive,simple
2114,মনোরম পরিবেশন পেয়েছি।,service,positive,simple
2115,"বুকিং করে গিয়েছিলাম কিন্তু ওয়েটারদের সেবা নিম্নমানের ছিল, তাই আর যাব না।",service,negative,complex
2116,ব্যবহার যথেষ্ট ভালো।,service,neutral,simple
2117,কর্মচারীরা অভিজ্ঞ বলে আমাদের অভিজ্ঞতায় মূল্য যথাযথ মনে হয়েছে।,price,neutral,complex
2118,"সব মিলিয়ে খুব ভালো, মূল্য চমৎকার।",price,positive,medium
2119,অভিজ্ঞ শেফ আছে বলে মনে হলেও সব মিলিয়ে পরিবেশন বাজে লেগেছে।,service,negative,medium
2120,পরিবেশটা খারাপ।,ambiance,negative,simple
2121,কর্মচারীদের ব্যবহার মনোরম।,service,positive,simple
2122,প্রশংসনীয় সাজসজ্জা পেয়েছি।,ambiance,positive,simple
2123,পরিচ্ছন্নতা ঠিকঠাক ছিল।,cleanliness,neutral,simple
2124,পদগুলো ঠিকঠাক এবং পরিচ্ছন্নতাও প্রশংসনীয়।,food_quality,neutral,mixed
2125,"যদিও মান আশানুরূপ, তবুও বিল অনেক বেশি।",price,negative,complex
2126,খরচটা মোটামুটি।,price,neutral,simple
2127,"বিল সন্তোষজনক ছিল, প্রথমবার গিয়েছিলাম।",price,positive,medium
2128,"বুকিং করে প্রথমবার গিয়েছিলাম, খাবারের মান মনোরম ছিল।",food_quality,positive,complex
2129,পদটি যথেষ্ট ভালো।,food_quality,neutral,simple
2130,"রিভিউ দেখে গিয়েছিলাম, কিন্তু স্বাদ খারাপ ছিল।",food_quality,negative,medium
2131,"রান্না ঠিকমতো হয়নি, তবে সব মিলিয়ে পরিবেশন স্ট্যান্ডার্ড লেগেছে।",service,neutral,medium
2132,অভিজ্ঞ শেফ আছে বলে মনে হলেও আমাদের অভিজ্ঞতায় পদটি বাজে ছিল।,food_quality,negative,complex
2133,ডিশ সন্তোষজনক হলেও খরচ সামঞ্জস্যপূর্ণ ছিল না।,food_quality,positive,mixed
2134,"রান্না ভালো ছিল, অনেকদিন পর গিয়েছিলাম।",food_quality,positive,medium
2135,"পরিবারের সবাই পছন্দ করেছে, সার্ভিস মনোরম ছিল।",service,positive,medium
2136,রান্না বিরক্তিকর হলেও সার্ভিস চমৎকার ছিল।,food_quality,negative,mixed
2137,সার্ভিস মন্দ।,service,negative,simple
2138,"রিভিউ দেখে গিয়েছিলাম, কিন্তু পরিবেশন বাজে লেগেছে।",service,negative,medium
2139,আমরা খাবার সুন্দর পেয়েছি এবং দ্রুত সার্ভ করেছে।,food_quality,positive,medium
2140,সেবা বাজে এবং খরচও অনেক বেশি।,service,negative,mixed
2141,"রান্না দারুণ ছিল, কিন্তু টাকা উসুল হয়নি।",food_quality,positive,mixed
2142,"মজাদার খাদ্যটা, তবে অন্য কিছু ঠিকঠাক।",food_quality,positive,medium
2143,খাদ্যটা বিস্বাদ।,food_quality,negative,simple
2144,প্রাইস স্ট্যান্ডার্ড।,price,neutral,simple
2145,দামটা গ্ররহণযোগ্য।,price,positive,simple
2146,"দ্বিতীয়বার গিয়েছি এবং খাদ্যটা মজাদার, অপেক্ষা করতে হয়নি বেশি।",ambiance,positive,complex
2147,"আমাদের অভিজ্ঞতায় খাদ্য একটু খারাপ ছিল, কারণ অভিজ্ঞ শেফ আছে বল হয়।",food_quality,negative,complex
2148,বাজে ডিশ পেয়েছি।,food_quality,negative,simple
2149,মন্দ সাজসজ্জা ছিল।,ambiance,negative,simple
2150,"প্রথমবার গিয়েছিলাম, খরচ মজাদার।",price,positive,medium
2151,বাজে পদ পেয়েছি।,food_quality,negative,simple
2152,চমৎপ্রদ পরিবেশ ছিল।,ambiance,positive,simple
2153,খারাপ প্রাইস ছিল।,price,negative,simple
2154,"উপভোগ্য খাবার, তবে অন্য কিছু বিস্বাদ।",food_quality,positive,medium
2155,"তাই আর যাব না, স্বাদ বিরক্তিকর।",food_quality,negative,medium
2156,"পরিবেশন স্বাভাবিক ছিল, চলনসই।",service,neutral,medium
2157,আমরা খরচ মোটামুটি সাশ্রয়ী পেয়েছি এবং অপেক্ষা করতে হয়নি বেশি।,price,neutral,medium
2158,"খরচ মজাদার বা সাশ্রয়ী ছিল, তবে অন্য কিছু মাঝারি মানের।",price,positive,medium
2159,"ব্যবহার গ্রহণযোগ্য ছিল, তবে অন্য কিছু চলনসই।",service,positive,medium
2160,"প্রচুর ভিড় থাকলেও স্বাদ যথেষ্ট ভালো ছিল, সব মিলিয়ে খুব ভালো।",food_quality,positive,complex
2161,"বুকিং করে গিয়েছিলাম এবং ওয়েটারদের সেবা বিস্ময়কর ছিল, সবাইকে রেকমেন্ড করবো।",service,positive,complex
2162,সাজসজ্জা ঠিকঠাক।,ambiance,neutral,simple
2163,চমৎকার স্বাদ ছিল।,food_quality,positive,simple
2164,আমরা পদগুলো প্রশংসনীয় পেয়েছি এবং সরাসরি চলে গিয়েছিলাম।,food_quality,positive,medium
2165,সবকিছু স্বাভাবিক মানের এবং পরিষ্কার-পরিচ্ছন্নতা মোটামুটি ছিল।,cleanliness,neutral,medium
2166,স্বাদ চমৎপ্রদ।,food_quality,positive,simple
2167,"দ্রুত সার্ভ করেছে, তবে মান স্বাভাবিক এবং সার্ভিস গড়পড়তা ছিল।",service,neutral,complex
2168,সাজসজ্জাটা চমৎকার।,ambiance,positive,simple
2169,কর্মচারীটি দারুণ ছিল।,service,positive,simple
2170,"বসার জায়গা সহজেই পেয়েছি, তবে আমরা পরিবেশ খারাপ পেয়েছি।",ambiance,negative,medium
2171,পরিবারের সবাই পছন্দ করেছে এবং প্রাইস বা মূল্য ছিল গ্রহণযোগ্য।,price,positive,medium
2172,সন্তোষজনক মূল্য ছিল।,price,positive,simple
2173,রান্না ঠিকমতো না হলেও সব মিলিয়ে খরচ সন্তোষজনক লেগেছে।,price,positive,medium
2174,সবকিছু চলনসই হলেও খাবার মোটামুটি খারাপ ছিল।,food_quality,negative,complex
2175,"কর্মচারীদের ব্যবহার মনোরম, তবে অন্য কিছু সাধারণ মানের।",service,positive,medium
2176,"অনেকদিন পর গিয়েছিলাম এবং খাবার আসতে অনেক সময় লেগেছে, তবে পরিচ্ছন্নতা গ্রহণযোগ্য ছিল।",cleanliness,positive,complex
2177,"সব মিলিয়ে খুব ভালো, খাবারের মান ছিল চমৎকার।",food_quality,positive,medium
2178,পরিবেশনটা মোটামুটি ছিল।,service,neutral,simple
2179,পরিবারের সবাই পছন্দ করেছে এবং সেবা গ্রহণযোগ্য ছিল।,service,positive,medium
2180,এখানকার পদগুলো স্বাভাবিক মানের।,food_quality,neutral,simple
2181,মাঝারি মানের পরিবেশন ছিল।,service,neutral,simple
2182,"প্রথমবার গিয়েছিলাম এবং প্রচুর ভিড় ছিল, তবে পদগুলো প্রশংসনীয় ছিল।",food_quality,positive,complex
2183,রান্নাটা দুর্বল মানের।,food_quality,negative,simple
2184,আমরা ব্যবহার সুন্দর পেয়েছি এবং তারা দ্রুত সার্ভ করেছে।,service,positive,medium
2185,পদের পরিমাণ অপর্যাপ্ত।,food_quality,negative,simple
2186,সাজসজ্জা অসন্তোষজনক হলেও প্রাইস বা মূল্য মোটামুটি ছিল।,ambiance,negative,mixed
2187,এখানকার পদ বাজে।,food_quality,negative,simple
2188,"আমরা খাবার প্রশংসনীয় পেয়েছি, কিন্তু খাবার আসতে অনেক সময় লেগেছে।",food_quality,positive,medium
2189,প্রথমবার গিয়েছিলাম এবং প্রাইস বা মূল্য গ্রহণযোগ্য ছিল।,price,positive,medium
2190,রাশ আওয়ার হওয়া সত্ত্বেও প্রথমবার গিয়ে খাবারের মান দুর্দান্ত পেয়েছি।,food_quality,positive,complex
2191,"পরিবেশ যথেষ্ট ভালো ও পরিপাটি ছিল, দ্রুত সার্ভ করেছে।",ambiance,neutral,complex
2192,"প্রথমবার গিয়েছিলাম, দাম প্রশংসনীয়।",price,positive,medium
2193,"পরিবেশ বাজে ছিল, তাই আর যাব না।",ambiance,negative,medium
2194,সুস্বাদু খাবার পেয়েছি।,food_quality,positive,simple
2195,"আমাদের অভিজ্ঞতায় খাবারের মান মোটামুটি খারাপ ছিল, কারণ রাশ আওয়ার ছিল।",food_quality,negative,complex
2196,এখানে ডিশ চমৎপ্রদ।,food_quality,positive,simple
2197,"কোনো অভিযোগ নেই এবং পরিষ্কার গ্রহণযোগ্য, অনেক সময় লেগেছে খাবার আসতে।",cleanliness,neutral,complex
2198,মাঝারি স্বাদ পেয়েছি।,food_quality,neutral,simple
2199,"পরিচ্ছন্নতা মনোমুগ্ধকর ছিল, দ্বিতীয়বার গিয়েছি, অনেক সময় লেগেছে খাবার আসতে।",cleanliness,positive,complex
2200,"সাজসজ্জা জঘন্য ছিল, আশা করেছিলাম ভালো হবে, অপেক্ষা করতে হয়নি বেশি।",ambiance,negative,complex
2201,এখানে রান্না প্রশংসনীয়।,food_quality,positive,simple
2202,সার্ভিস প্রশংসনীয়।,service,positive,simple
2203,ওয়েটার দারুণ ছিল এবং পরিচ্ছন্নতাও প্রশংসনীয়।,service,positive,mixed
2204,মূল্য অপর্যাপ্ত (অসঙ্গতিপূর্ণ) ছিল।,price,negative,simple
2205,"কর্মচারীরা অভিজ্ঞ হওয়া সত্ত্বেও সাজসজ্জা অগ্রহণযোগ্য ছিল, তাই আর যাব না।",ambiance,negative,complex
2206,আমরা প্রাইস সন্তোষজনক পেয়েছি এবং সরাসরি চলে গিয়েছিলাম।,price,positive,medium
2207,ঠিকমতো রান্না না হলেও সব মিলিয়ে কর্মচারীদের ব্যবহার দারুণ লেগেছে।,service,positive,medium
2208,সবকিছু স্বাভাবিক মানের হওয়া সত্ত্বেও কর্মচারীদের ব্যবহার প্রশংসনীয় ছিল।,service,positive,complex
2209,সাজসজ্জা দুর্বল ছিল।,ambiance,negative,simple
2210,স্বাভাবিক ব্যবহারের কর্মচারী পেয়েছি।,service,neutral,simple
2211,ডিশ যথেষ্ট ভালো ছিল এবং মূল্যও ছিল গ্রহণযোগ্য।,food_quality,neutral,mixed
2212,দাম বেশি বা খারাপ হলেও কর্মচারীদের ব্যবহার সুন্দর ছিল।,price,negative,mixed
2213,সবকিছু গড়পড়তা হলেও খাবার ছিল চমৎপ্রদ।,food_quality,positive,complex
2214,অভিজ্ঞ শেফ আছে বলে মনে হলেও আমাদের অভিজ্ঞতায় কর্মচারীদের ব্যবহার অপ্রীতিকর ছিল।,service,negative,complex
2215,দাম বেশি হওয়া সত্ত্বেও সব মিলিয়ে বিল সন্তোষজনক লেগেছে।,price,positive,medium
2216,এখানকার খরচ অনেক বেশি (বাজে)।,price,negative,simple
2217,সবকিছু চলনসই হলেও ডিশগুলো স্ট্যান্ডার্ড মানের ছিল।,food_quality,neutral,complex
2218,দাম ভালো এবং খাবারের মানও মোটামুটি।,price,positive,mixed
2219,পরিচ্ছন্নতা প্রশংসনীয়।,cleanliness,positive,simple
2220,খরচটা দারুণ (সাশ্রয়ী)।,price,positive,simple
2221,এখানকার প্রাইস বা মূল্য গ্রহণযোগ্য।,price,neutral,simple
2222,ব্যবহার আশানুরূপ ও চলনসই ছিল।,service,neutral,medium
2223,"রিভিউ দেখে গিয়েছিলাম, কিন্তু পরিবেশ বিরক্তিকর লেগেছে।",ambiance,negative,medium
2224,পরিচ্ছন্নতা চলনসই ছিল।,cleanliness,negative,simple
2225,"ওয়েটারদের ব্যবহার চমৎকার, তবে অন্য কিছু সাধারণ মানের।",service,positive,medium
2226,নতুন রেস্টুরেন্ট বলে হয়তো সব মিলিয়ে পরিবেশ উপভোগ্য লেগেছে।,ambiance,positive,medium
2227,শুক্রবার সন্ধ্যায় গিয়েছিলাম এবং আমরা খাবার সন্তোষজনক পেয়েছি।,food_quality,positive,medium
